title,author,rating,description,genre
성검전설,최다킬,9.97,"마왕을 쓰러뜨릴 단 하나의 무구.
성검.
을 잃어버린 용사...
성검을 되찾을 때까지 용사는 찾고 또 찾는다.
10년, 20년, 30년... 용의 둥지부터 정령왕의 은신처까지
용사는 오늘도 성검을 찾는다.
성검을 잃어버린 용사는
쥰내 쪽팔리니까.",개그
불 빌려드릴까요?,호진,9.84,"실은 선생님이 되고 싶지 않았다. 꿈을 접고 선택한 길에 나름의 책임을 다하려는 찰나, 
""불 빌려드릴까요?"" 건방진 남학생이 건넨 말.
천재적인 재능, 넘쳐나는 재력, 유명세는 덤인 이 건방진 애와 얽히면서 선생으로서의 인생이 삐걱대는 것 같다.
꿈과 재능 그리고 사랑이 얽힌 학교생활 이야기",로맨스
백씨세가 시한부 공자,단박 / 과장 / 비도,9.94,"중원 칠대세가의 일원인, 백씨세가의 소공자 백이강.
내공을 모으지 못하고 수명이 짧은 절맥증, 즉 태음절맥(太陰絶脈)의 천형을 타고나 스물을 넘기지 못할 운명이었다.
남은 생이라도 평온하게 보내기 위해 장원에서 지내고 있던 어느 날, 
이강은 검은 복면단에게 습격을 당하게 되고 그 과정에서 누이와도 같던 시비 소화를 잃게 된다. 
복면단의 추격을 피해 지하의 비밀 통로로 도망친 이강. 
막다른 길에 다다르자 죽어도 싸우다 죽겠다는 마음으로 비동 바닥에 꽂혀 있던 녹슨 검을 뽑아 드는데…

「자손은 대종사에게 언동을 공손히 하라.」
“…뭐?”

200년 전, 백씨세가를 전성기로 이끌었던 천하제일인 불사신검 백성천.
그의 귀신이 눈앞에 나타났다.",판타지
사변괴담,강태진,9.93,"전쟁 발발 후. 영남의 가족은 남쪽에 있는 숙부의 집으로 피난을 간다.
숙부의 집에는 처음 보는 음산한 분위기의 여자가 자신을 새로운 숙모라고 소개한다.
온몸에 붕대를 감은 채 몸 져 누워있는 숙부도 이상하다.
한밤중 홀로 피의 의식을 치르는 숙모. 정체를 알 수 없는 할머니 귀신. 어디론가 사라진 아버지와 어머니. 혼란과 공포 가운데 놓인 영남과 어린 동생 영순은 이 집을 무사히 빠져나갈 수 있을까?",스릴러
포 더 퀸덤,로즈옹,9.95,"악마 아벨은 인간 여자 연리에게 사랑하는 형, 카인을 잃고 만다.
분노에 가득 차 연리를 찾아간 아벨은 사랑에 빠지는 금총알을 맞게 되면서, 연리에게 끓어오르는 사랑을 느끼게 되는데…
그는 과연 형제의 복수를 택할 것인가? 아니면 원수와의 냉혹한 사랑을 택할 것인가?",로맨스
도태교실,황준호,9.93,"같은 반 여학생을 스토킹했다는 누명을 쓰고 왕따가 된 소년 온유이. 
지옥 같은 그의 일상에 찾아온 아름다운 전학생 소녀 유미소. 
그녀에게 흑심을 품었다가 이내 앙심을 품게 된 가해자들은 왕따 온유이를 협박해 미소를 스토킹하도록 명령한다.",스릴러
사람의 탈,우주돌,9.96,"탈은 예술, 춤은 무술!
천대받는 탈춤광대 ‘봉산’은 스승이 남긴 지도를 따라
왕이 되려는 괴물 호랑이 ‘사풍흑호’를 막기 위해
전설 속의 '사람의 탈'을 찾아 모험을 떠나게 되는데 …",판타지
염라강림,바른꽃,9.88,"지옥이 망했다.
피가 흘러야 할 황천에는 맑은 물이 흐르고 망자들을 끓이던 솥은 차갑게 식은지 오래다. 


은퇴한 염라대왕은 자신의 행복을 위해 윤회의 길을 택하고자 하지만,
혼란스러워진 지옥과 사라진 자신의 후임 털보로 인해 윤회의 길을 걸을 수 없게 된다.

인간 세상의 신이 되기 위하여 인간계와 지옥을 혼돈에 빠트린 채 사라진 털보를
쫓아 염라는 인간계에 강림하지만, 인간계는 털보의 수작으로 인해 지옥에서 도망친 망자들이 세상을 혼란케 하고 있었다. 

염라는 지옥명부의 힘을 빌려 인간을 지키는 ‘장의사’들과 힘을 합쳐 털보를 잡아
세상을 원래대로 돌려놓기 위해 고군분투한다.

과연 염라는 무사히 윤회의 길을 걸을 수 있을까?",판타지
우리 집 고양이 보고 갈래?,삼태,9.96,"고양이 3마리, 강아지 2마리, 그리고 사랑하는 남편 ♥︎
완벽한 날들이 이어지고 있었는데… 
갑자기 10년 전으로 회귀해버렸다?!
애기들을 다시 만나고 남편도 처음부터 꼬셔야만 한다니!
난이도 극상, 가족 되찾기가 시작된다!",로맨스
일홀도,장래혁 / 설봉,9.85,"일홀문(一忽門)!
무인 십만 명에게 무공을 가르치면, 한두 명쯤은 진짜 검귀가 탄생한다.
초식에 구애받지 않고, 진기 고하(高下)나 경륜 같은 것에도 아랑곳하지 않고.
마주 선 상대를 무조건 베어내는 진짜 강한 놈이 나타난다.
그놈이 일홀이다.",무협/사극
못 잡아먹어서 안달,팀 보도뵈 / 퀀퀀 / 플아다,9.95,"출중한 능력. 어딜 내놓아도 꿀리지 않을 외모. 번듯한 집안.
잘 닦인 길만을 걸으며 살았다. 지루할 정도로 모든 게 완벽했다. 
그랬던 서른 살 어느 날… 김태준은 충동적으로 길을 벗어난다. 
부모님의 목숨을 앗아간 운전 기사의 딸, '한소은'을 만나기 위해서.
'대체 무슨 낯짝으로 이 회사에 기어들어 온 거지?'
뻔뻔한 낯짝이 가증스러웠다. 그래서 곁에 두고 괴롭히기로 했다. 
마치 못 잡아먹어서 안달이 난 사람처럼….
""저 이사님 좋아하는 것 같아요.""
어, 이게 아닌데?",로맨스
신과함께 돌아온 기사왕님,지대공마법소년 / 전천후마검사 / 사람살려.,6.19,"이세계에서 300년동안 악마사냥을 하다 지구로 귀환했다.
하지만 나 혼자 오진 않았다.",판타지
이상형,배사과,9.86,"현실과 타협하는 연애를 한다. 당신도 나도. 

연인 민주와 1년 간의 연애를 이어온 대로 역시 꿈의 이상형은 존재한다. 
하지만 이상형과 연애를 하는 건 불가능하다고 생각하며 살아간다. 어느 날 이상형을 만들어 준다는 기계를 손에 얻는다. 

그는 그토록 바라던 꿈의 이상형을 만날 수 있을까?",드라마
아카데미 플레이어를 죽였다,기린그린 / 사람살려.,9.33,"플레이어를 죽였다.
죽일 만한 놈이었다. 아주 X새끼였거든.",판타지
사리네 보석함,쪼,9.91,"사리가 만나는 사람들은 하나같이 어딘가 좀 이상하다.

늘 완벽하고 멋진 누군가를 동경하며 
그렇지 못한 자신을 질책하는 평범한 21살의 여대생 송사리. 
사리는 1년 동안 다양한 사람을 만나지만 그들은 하나같이 어딘가 좀 이상하다. 
과연, 이들은 사리의 인생에 다신 없을 빌런이 될까? 아니면 소중한 보석이 될까?",일상
내 남편의 정부에게,나사못 / 댄싱브레인 / 라치크,9.95,"나, 레티시아 비올렛은 남편에게 헌신했지만, 모든 것을 잃었다.
그대로 목숨까지 잃을 뻔하던 찰나, 한 남자가 나타난다.
그 남자는 완벽한 복수를 이루도록 도와준다는데...
""제 복수를 이루어 주겠다는 말... 꼭 지켜 주세요.""
날 죽음까지 몰아넣은 그들에게, 내가 받았던 모든 걸 되돌려주리라.",로맨스
약 파는 황태자,PASS / 다댕 / 문백경,9.94,"내가 황태자라고? 소설 속 병약요절한 그 황태자?
그런데 나, 한의사인데?

어쩔 수 없다.
체질개선, 원기회복, 자양강장, 활력증진까지.
이제부터 내 몸은 내가 챙긴다.",판타지
반대로 끌리는 사이,한구,9.97,"언제나 친절하고 성실한 생활로 과내 여신으로 유명한 윤오, 하지만 실제 성격은 정반대다.
그렇게 성격을 숨기고 살던 중 우연히 술집에서 마주친 같은과 동기 의진에게 추한 모습을 들키게 되고,
과내에 모르는 사람이 없을 정도로 활동적인 의진이 소문이라도 낼까 봐 조마조마하다.
그런데 의진은 어제 있었던 일을 전혀 기억하지 못한다. 아니, 못 하는 척인가...?",로맨스
개같은 아빠,미티 / 개초,9.93,"딸의 결혼식 날 죽은 아빠
신혼집에서 키우는 개에 빙의 되었는데
완벽해 보였던 사위의 불륜이 의심된다!
개가 된 아빠, 개보다 못한 사위에게서
딸을 지켜라",드라마
체탐자,"병장, 박만사 / 해성",9.9,"‘세종의 비밀병기, 그림자부대 체탐자.’
어린 시절부터 전쟁터를 헤매며 귀신의 그림자라 불리는 귀영.
복수를 다짐하며 이 나라 최초의 특수부대 체탐자의 일원이 되기로 한다.",무협/사극
빛나는 나나나나,마라링,9.95,"왕따를 당한 후 게임중독 은둔형 외톨이로 살고 있던 빛나는 게임에서 만난 찬이를 통해 용기를 얻는다. 
변장을 하면 밖에 나갈 수 있지 않을까? 
그리고 처음으로 변장을 하고 나갔던 날, 괴롭혔던 여자애까지 못알아보는데..?! 
그 후 가발, 렌즈, 화장, 자세와 목소리 톤까지, 달라진 모습으로 변장을 하고 다시 학교에 갈 결심을 하는 빛나! 이 모습이라면 자신 있어! 
그런데 쉐어하우스에서 같이 살게 된 남자애는 나한테 너무 쌀쌀맞아! 
근데.. 저 남자애가 설마..? 과연 빛나는 이중생활을 들키지 않을 수 있을까?",로맨스
집착남주의 전부인이 되었습니다,하담 / 꿀생강 / 퍼젤,9.7,"""이르웬, 당신과 결혼한지도 벌써 4년이야. 내가 그 얕은 수작을 모를까봐?""
패국의 공녀, 희대의 악처, 그리고 남편을 살해하려다 처형당하는 악녀 이르웬 릴리아스.
원작이 시작되기 1년 전 시점에 이 악녀의 몸에 빙의했다. 내가 악녀라고? 이럴 수는 없다.
어떻게든 남편에게 모든 패악질을 참회하고, 착해진 나를 어필해 살아남아야겠다.
목표는 이혼! 조용히 이혼하고 멀리 떠나서 평온한 여생을 보내는 거야!
그런데 남편이 조금 이상하다. 설마, 나를 싫어하는 게 아니었어?
""수작이요? 나는 당신과 사이좋게 지내려고 애쓰는 중이에요!""
""그렇다면 이제 그 의무도 받아들일 준비가 된 건가? 아이를, 낳는 것 말이야.""",로맨스
맹수 사용 설명서,마로제이 / 성하,9.92,"HN기획의 자칭 타칭 진상 전담, 비서실 소속 서유진.
어느 날, 갑작스러운 대표의 호출을 받은 그녀는 청천벽력과 같은 소식을 듣게 된다.
대표의 남동생, 정체를 알 수 없는 재벌가 셋째 아들 '진태오'를 전담마크하라는 것.
뭔가 께름칙한 느낌을 떨칠 수 없는 가운데, 이런 말까지 덧붙여진다면?
""그렇게 어려운 일은 아니야. 그냥··· 사회면에만 안 나오게 해주면 돼.""

그 말에 곧장 도망을 쳤어야 하지만, 돈에 눈이 먼 서유진은 결국 승낙을 하고···!
그를 처음 만나러 나온 공항, 첫인상은 꽤 아름다운··· 맹수 한 마리?
세상 정의롭지만 세상 비정한, 어디로 튈지 알 수 없는 맹수, 저 세상 또라이를 길들여라!",로맨스
암호는 002!,파도,9.94,"수정은 반년 동안 짝사랑하던 같은 반 도진에게 고백을 결심하지만
길거리에서 만난 도진은 수정을 알아보지 못하고 지나간다.

충격을 받은 수정은 교실에 들어가지 못하고 체육 창고로 도망친다.
거기서 만난 재윤이 수정이 도진과 잘될 수 있도록 도와준다고 하는데..
네가 무슨 수로? 짝남 동생과 펼치는 짝남 꼬시기 대작전!",로맨스
헬스x로맨스,인미,9.6,"어렸을 적 뚱뚱하다는 이유로 좋아하는 여자애에게 차이게 된 이지훈!
그 트라우마 때문에 운동을 열심히 해서 헬스 트레이너까지 하게 된다.
그러다 우연히 자신의 첫 회원이 자신을 찼던 여자애란 것을 알게 된 이지훈은 PT를 해주는 척 복수를 꿈꾼다.
과연 지훈은 그녀에게서 고백을 받아낼 수 있을까?!
우당탕탕 찌질한 지훈의 고백받기 프로젝트!",로맨스
해골협객,성불예정 / 준1,9.36,"고등학교 선생님이었던 김서준. 주식과 코인으로 인생의 쓴맛을 보던 김서준은 수학여행에서 수많은 금화를 발견한다. 하지만 금화를 줍던 순간 김서준은 저주를 받아 무협 세계로 떨어진다.
평생 써도 남을 금화를 가지고 무협 세상에서 잘 먹고 잘 살고 싶은 김서준과 그런 그를 어떻게든 굴려먹고 싶어 하는 시스템. 그리고 김서준보다 먼저 무림세계에 찾아온 ‘현대의 인물’까지.
지금부터 무협에 해골을 곁들인 김서준의 무림 일대기가 시작됩니다.",무협/사극
형사본색,신철 / 펜촉,9.66,"형사 한태양이 특진하던 날, 아내가 자살하고 딸은 희귀병 판정을 받았다.
감당할 수 없는 딸의 치료비에 절망하던 태양은 압수물 보관센터인 '제로하우스'에 수 천억원의 가치를 지닌 훈민정음 해례본이 숨겨져 있다는 것을 알게 되고,
딸의 병원비를 위해 의도적으로 제로하우스에 좌천되어 훈민정음 해례본을 탈취하려 하는데...!",액션
오아뉴-멱살 한번 잡힙시다,게르마늄 / 뉴럭이,9.36,"나쁜 놈들 멱살 잡는 특종 기자 서정원. 지성, 미모, 재벌 3세 남편까지 완벽한 인생이었다. 남편의 내연녀가 죽은 채 나타나기 전까지.
일편단심 다정한 줄로만 알았던 남편에게 내연녀가 있었다는 사실 만으로도 기가 막히는데, 그녀를 죽인 살인범으로 의심 받기 시작하고
벗어나려 할 수록 새로운 사건들이 얽히고 설켜 거미줄처럼 정원을 옭아맨다.
정원은 오랜 파트너인 지저스, 그리고 얼결에 새로운 파트너가 된 형사 태헌과 함께 진실을 파헤치며 믿을 수 없는 거대한 진실들과 마주하는데..",스릴러
환수왕,좌승훈,9.83,"대한민국 최고의 고미술품 경매사가 유물의 힘으로 '대한 제국'에 떨어졌다. 방치된 한반도의 보물들을 지켜내고, 다시 되찾는 본격 보물 환수 개그 웹툰. 본 작품은 문화재청에서 제공하는 브랜드웹툰입니다.",개그
뜻밖의 청혼,"단청, 이건 / 홍홍 / 해사",9.86,노이슈타인의 공주 알리시아가 칼을 든 순간 슈바르한의 늑대 카벨레누스와 조우한 것은 운명이었다. '포기하는 법을 알고 있을 뿐이에요.' 오래 전 체념한 알리시아의 손을 놓지 않는 카벨레누스. 두 사람은 휘몰아치는 운명의 소용돌이 속에서 걷잡을 수 없이 서로에게 빠져드는데….,로맨스
